review_id,order_id,customer_id,restaurant_id,food_rating,delivery_rating,overall_rating,review_text,review_date,helpful_votes
REV19113,ORD143381,C10362,R2340,3.9,4.4,4.0,Great taste and fast delivery.,2023-11-19,1
REV19114,ORD149723,C17464,R3999,4.0,4.1,4.1,Excellent food quality and packaging.,2023-10-29,1
REV19115,ORD137627,C14211,R3691,4.1,3.4,3.6,"Okay experience, may try again.",2022-01-23,2
REV19116,ORD148437,C16218,R2162,3.8,3.4,3.4,"Food was okay, nothing special.",2021-01-15,9
REV19117,ORD112642,C16157,R2401,4.6,3.3,4.2,Quick delivery and tasty food.,2021-03-16,0
REV19118,ORD142711,C16856,R2952,4.3,4.9,4.8,"Authentic flavours, highly recommended.",2022-08-02,4
REV19119,ORD121804,C12708,R2662,3.9,4.3,4.0,"Authentic flavours, highly recommended.",2022-11-08,10
REV19120,ORD123962,C19437,R1725,2.6,3.8,2.9,Packaging was broken and food spilled.,2022-04-01,0
REV19121,ORD113855,C11808,R3089,4.6,3.2,3.9,Food arrived cold but tasted fine.,2021-11-02,0
REV19122,ORD125897,C12307,R1976,3.3,3.8,3.8,"Packaging was good, taste was okay.",2022-07-24,4
REV19123,ORD133827,C11723,R3976,4.6,3.0,4.1,"Very fresh ingredients, absolutely delicious.",2023-04-06,1
REV19124,ORD120331,C16148,R3484,2.0,3.5,2.4,Packaging was broken and food spilled.,2023-04-21,1
REV19125,ORD121231,C18189,R1749,4.0,3.8,4.2,"Value for money, loved it.",2022-01-23,2
REV19126,ORD119897,C12283,R2207,3.9,2.9,3.2,Food arrived cold but tasted fine.,2022-04-13,2
REV19127,ORD105693,C11404,R3044,4.0,4.8,4.4,Portions were generous and flavourful.,2021-07-18,4
REV19128,ORD100389,C16393,R1811,3.2,3.0,3.2,Delivery was late but food was good.,2022-11-19,6
REV19129,ORD121119,C19008,R2643,4.7,3.6,4.3,"Very fresh ingredients, absolutely delicious.",2022-03-25,6
REV19130,ORD129566,C18513,R3461,4.8,4.4,4.4,Quick delivery and tasty food.,2021-02-28,4
REV19131,ORD114791,C18087,R2883,3.6,4.7,4.0,"Very fresh ingredients, absolutely delicious.",2022-08-19,13
REV19132,ORD129252,C19913,R3487,3.8,3.8,3.6,Food arrived cold but tasted fine.,2023-04-29,0
REV19133,ORD125111,C19953,R1282,4.1,3.5,3.9,Delivery was late but food was good.,2022-06-14,5
REV19134,ORD115167,C14040,R2671,3.2,4.3,3.4,"Okay experience, may try again.",2023-02-11,5
REV19135,ORD111325,C19925,R1168,4.0,4.4,4.1,Quick delivery and tasty food.,2023-01-29,2
REV19136,ORD112696,C16350,R3669,4.4,3.6,4.4,One of the best in the area!,2021-02-17,4
REV19137,ORD123757,C14122,R2671,4.6,3.8,4.7,One of the best in the area!,2022-11-05,2
REV19138,ORD143090,C13604,R1564,4.5,4.3,4.6,"Very fresh ingredients, absolutely delicious.",2023-06-28,0
REV19139,ORD132756,C14182,R3790,3.6,4.1,3.8,Delivery was late but food was good.,2023-08-28,2
REV19140,ORD110535,C11871,R2994,3.9,3.8,3.6,Delivery was late but food was good.,2022-11-12,3
REV19141,ORD140469,C10119,R2650,4.5,4.2,4.1,"Authentic flavours, highly recommended.",2022-01-29,6
REV19142,ORD102607,C10627,R2838,3.5,3.6,3.5,"Average food, expected more.",2023-07-31,4
REV19143,ORD111921,C16620,R2474,4.8,4.6,4.7,"Really loved the food, will order again!",2021-07-03,0
REV19144,ORD108571,C10371,R1379,4.5,4.4,4.6,One of the best in the area!,2021-06-15,7
REV19145,ORD140040,C10103,R2121,4.8,3.4,4.0,Great taste and fast delivery.,2021-09-21,0
REV19146,ORD108805,C12358,R1896,4.1,4.0,4.3,"Value for money, loved it.",2021-03-02,0
REV19147,ORD122216,C15913,R1880,3.8,3.8,3.8,Food arrived cold but tasted fine.,2022-11-19,0
REV19148,ORD136164,C12028,R3808,4.4,4.1,4.4,Quick delivery and tasty food.,2021-06-09,1
REV19149,ORD118280,C15588,R3265,3.8,3.4,3.6,"Packaging was good, taste was okay.",2021-07-25,3
REV19150,ORD129353,C16222,R2102,4.5,4.6,4.8,"Very fresh ingredients, absolutely delicious.",2022-09-11,4
REV19151,ORD101860,C15433,R2065,4.5,3.7,4.2,Excellent food quality and packaging.,2022-12-14,1
REV19152,ORD116994,C16701,R1093,4.6,4.2,4.2,Hot food delivered on time. Thumbs up!,2021-06-12,1
REV19153,ORD103573,C18960,R3904,3.6,3.7,3.6,Delivery was late but food was good.,2023-12-02,8
REV19154,ORD107068,C14955,R1527,3.8,4.0,3.9,Delivery was late but food was good.,2023-07-12,1
REV19155,ORD149172,C13916,R2364,3.5,4.2,3.7,"Food was okay, nothing special.",2023-11-08,1
REV19156,ORD143253,C15665,R2643,3.8,2.7,3.1,"Could be better, but not bad.",2022-07-23,1
REV19157,ORD135438,C17844,R3689,3.7,4.2,3.8,"Okay experience, may try again.",2022-05-05,6
REV19158,ORD108248,C19152,R1312,3.7,3.1,3.6,Delivery was late but food was good.,2021-02-06,7
REV19159,ORD126623,C13726,R1762,4.4,3.9,4.2,"Very fresh ingredients, absolutely delicious.",2022-09-24,1
REV19160,ORD142813,C13970,R2909,4.2,2.9,3.8,"Decent food, nothing extraordinary.",2023-08-06,4
REV19161,ORD108900,C10729,R1345,3.6,4.6,4.2,"Authentic flavours, highly recommended.",2021-05-05,3
REV19162,ORD134182,C18955,R3779,4.4,4.0,4.1,One of the best in the area!,2023-10-25,9
REV19163,ORD126324,C16184,R3370,4.9,3.3,4.4,Quick delivery and tasty food.,2022-12-21,2
REV19164,ORD138046,C11411,R3112,3.9,4.2,3.7,"Packaging was good, taste was okay.",2021-03-07,0
REV19165,ORD115199,C16885,R3387,4.2,4.8,4.6,"Value for money, loved it.",2021-10-24,2
REV19166,ORD106533,C19314,R1234,4.0,4.3,4.2,Hot food delivered on time. Thumbs up!,2021-10-23,3
REV19167,ORD136222,C13822,R1710,4.5,4.2,4.6,Hot food delivered on time. Thumbs up!,2023-07-20,0
REV19168,ORD133741,C11449,R2272,4.5,4.2,4.2,Great taste and fast delivery.,2022-09-30,1
REV19169,ORD142213,C11639,R3670,4.3,4.1,4.2,"Really loved the food, will order again!",2023-12-12,0
REV19170,ORD147766,C18309,R1406,4.2,4.4,4.2,Quick delivery and tasty food.,2021-10-08,4
REV19171,ORD126838,C19799,R1676,4.3,4.1,3.9,"Packaging was good, taste was okay.",2021-02-27,3
REV19172,ORD111724,C19983,R2161,3.7,4.1,4.0,"Very fresh ingredients, absolutely delicious.",2022-11-13,10
REV19173,ORD111541,C10625,R3734,3.6,4.3,3.8,"Food was okay, nothing special.",2022-02-04,5
REV19174,ORD111348,C11786,R1282,4.5,4.4,4.8,Portions were generous and flavourful.,2023-06-01,7
REV19175,ORD107315,C15661,R3180,4.2,3.9,4.1,"Value for money, loved it.",2023-07-01,0
REV19176,ORD113840,C19320,R2992,3.8,4.8,4.0,"Authentic flavours, highly recommended.",2021-11-19,11
REV19177,ORD134743,C15824,R3846,3.8,2.9,3.8,"Packaging was good, taste was okay.",2021-05-08,1
REV19178,ORD141859,C19221,R1367,3.9,3.6,3.4,"Average food, expected more.",2022-08-09,10
REV19179,ORD126656,C15981,R1518,4.8,3.3,4.0,Portions were generous and flavourful.,2023-03-02,1
REV19180,ORD118561,C12556,R3296,4.5,3.7,4.0,"Really loved the food, will order again!",2023-03-14,4
REV19181,ORD111380,C19802,R1144,3.8,3.8,3.6,Delivery was late but food was good.,2021-03-28,4
REV19182,ORD138665,C15596,R2240,3.8,3.8,4.1,"Very fresh ingredients, absolutely delicious.",2022-10-31,6
REV19183,ORD105013,C17915,R1218,4.8,4.7,4.9,"Value for money, loved it.",2023-11-22,2
REV19184,ORD123219,C15311,R3583,4.5,3.8,4.5,Portions were generous and flavourful.,2022-01-21,4
REV19185,ORD122245,C13614,R2836,3.4,3.0,3.5,"Packaging was good, taste was okay.",2023-08-19,0
REV19186,ORD127970,C17415,R3549,3.2,3.4,3.2,"Food was okay, nothing special.",2022-03-29,9
REV19187,ORD104955,C10336,R2290,4.0,3.9,3.8,"Okay experience, may try again.",2021-08-31,0
REV19188,ORD125944,C18493,R1496,4.5,3.7,4.3,"Authentic flavours, highly recommended.",2021-04-25,3
REV19189,ORD100362,C18119,R3981,4.8,4.2,4.7,"Value for money, loved it.",2021-03-21,1
REV19190,ORD100470,C13317,R1590,4.0,4.4,4.4,Great taste and fast delivery.,2023-11-28,8
REV19191,ORD142990,C15571,R3054,4.0,3.0,3.7,Delivery was late but food was good.,2023-07-22,0
REV19192,ORD102556,C19637,R2456,4.5,4.4,4.3,Portions were generous and flavourful.,2022-08-28,0
REV19193,ORD111517,C11027,R2040,3.8,4.1,4.3,One of the best in the area!,2022-03-23,4
REV19194,ORD133484,C12486,R3594,4.4,4.0,4.3,Excellent food quality and packaging.,2023-07-08,1
REV19195,ORD142126,C18673,R2888,4.6,3.2,4.0,One of the best in the area!,2023-04-12,1
REV19196,ORD106864,C12455,R1395,4.6,3.4,4.3,One of the best in the area!,2021-02-23,1
REV19197,ORD148627,C11345,R2587,4.7,4.8,4.8,Portions were generous and flavourful.,2021-10-31,6
REV19198,ORD107665,C16706,R3626,4.7,4.1,4.6,Hot food delivered on time. Thumbs up!,2022-06-15,0
REV19199,ORD119597,C14945,R1432,4.1,4.7,4.0,"Authentic flavours, highly recommended.",2021-07-03,7
REV19200,ORD123991,C19720,R1066,4.0,4.3,3.8,"Average food, expected more.",2021-09-18,1
REV19201,ORD108914,C10875,R1299,3.9,4.1,3.9,"Decent food, nothing extraordinary.",2023-12-16,4
REV19202,ORD126384,C14955,R1218,4.3,3.6,3.8,"Decent food, nothing extraordinary.",2022-10-26,1
REV19203,ORD125910,C18209,R2687,4.9,3.4,4.2,Great taste and fast delivery.,2021-08-10,5
REV19204,ORD103047,C15219,R3092,3.6,4.3,3.9,"Packaging was good, taste was okay.",2023-06-02,2
REV19205,ORD116157,C16374,R3490,4.5,4.0,4.5,Excellent food quality and packaging.,2021-08-30,1
REV19206,ORD142776,C14037,R2787,4.4,4.2,4.7,Hot food delivered on time. Thumbs up!,2021-09-15,0
REV19207,ORD101626,C15178,R2304,4.0,3.9,3.8,Food arrived cold but tasted fine.,2022-02-23,0
REV19208,ORD134301,C16273,R3767,4.7,2.5,3.6,Delivery was late but food was good.,2022-02-20,6
REV19209,ORD136496,C19866,R3999,4.0,3.7,4.2,"Value for money, loved it.",2022-12-11,3
REV19210,ORD143392,C18462,R2766,3.7,4.1,3.6,"Okay experience, may try again.",2023-10-30,2
REV19211,ORD111664,C18835,R2769,4.2,3.9,4.1,One of the best in the area!,2021-05-19,0
REV19212,ORD126479,C19997,R3262,4.5,3.7,4.1,Excellent food quality and packaging.,2021-05-21,3
REV19213,ORD140956,C18364,R2568,3.3,2.6,3.4,"Food was okay, nothing special.",2023-04-21,0
REV19214,ORD149413,C17528,R3113,4.1,4.1,4.3,"Very fresh ingredients, absolutely delicious.",2021-10-05,5
REV19215,ORD135742,C16471,R3383,3.9,4.0,3.9,"Packaging was good, taste was okay.",2023-01-25,3
REV19216,ORD139395,C12034,R3576,4.1,4.7,4.2,Portions were generous and flavourful.,2021-03-21,1
REV19217,ORD149598,C12503,R3906,3.7,3.9,3.6,"Food was okay, nothing special.",2022-01-07,0
REV19218,ORD141291,C11031,R3996,4.7,3.0,4.4,Hot food delivered on time. Thumbs up!,2023-06-24,4
REV19219,ORD123506,C12991,R1748,4.8,2.5,4.2,Hot food delivered on time. Thumbs up!,2023-07-10,0
REV19220,ORD127812,C15437,R1369,4.1,4.7,4.5,"Really loved the food, will order again!",2021-01-02,1
REV19221,ORD148624,C12805,R1054,4.5,3.3,3.9,Food arrived cold but tasted fine.,2022-11-15,1
REV19222,ORD119654,C14438,R3816,4.2,3.4,4.0,Great taste and fast delivery.,2022-07-23,5
REV19223,ORD128226,C15587,R1886,3.8,4.0,3.7,"Packaging was good, taste was okay.",2023-09-16,8
REV19224,ORD123648,C15505,R3604,4.4,3.4,4.3,Excellent food quality and packaging.,2021-11-10,2
REV19225,ORD121474,C14860,R3418,3.8,3.7,3.7,"Okay experience, may try again.",2022-11-03,2
REV19226,ORD137973,C19625,R2441,3.9,4.3,4.1,Quick delivery and tasty food.,2023-10-12,2
REV19227,ORD114186,C14065,R1401,3.9,2.9,3.6,Food arrived cold but tasted fine.,2021-05-08,0
REV19228,ORD103813,C16042,R2234,4.4,4.0,4.4,Quick delivery and tasty food.,2023-12-22,0
REV19229,ORD113594,C12880,R2212,4.8,3.0,4.0,One of the best in the area!,2023-12-08,5
REV19230,ORD119098,C11923,R3577,3.6,4.1,4.0,Hot food delivered on time. Thumbs up!,2023-06-10,2
REV19231,ORD141722,C13463,R3558,4.8,3.6,4.3,"Really loved the food, will order again!",2022-12-23,0
REV19232,ORD116603,C16734,R1382,2.9,3.8,3.3,"Could be better, but not bad.",2021-06-04,1
REV19233,ORD131683,C19419,R3949,4.5,2.7,3.6,Food arrived cold but tasted fine.,2022-11-22,8
REV19234,ORD117116,C12117,R1431,4.4,4.0,4.1,Portions were generous and flavourful.,2023-02-12,2
REV19235,ORD126056,C16033,R3356,4.0,4.3,4.1,One of the best in the area!,2021-04-05,1
REV19236,ORD130200,C18329,R1800,3.2,4.1,3.7,"Packaging was good, taste was okay.",2021-11-14,14
REV19237,ORD138199,C18075,R1182,4.8,4.0,4.6,"Very fresh ingredients, absolutely delicious.",2023-02-13,7
REV19238,ORD111020,C16568,R3589,4.5,4.3,4.1,Quick delivery and tasty food.,2023-03-16,5
REV19239,ORD100462,C15771,R3939,4.2,4.6,4.4,Excellent food quality and packaging.,2022-05-04,6
REV19240,ORD109400,C12626,R2388,3.5,4.2,3.8,Delivery was late but food was good.,2021-06-30,1
REV19241,ORD111150,C16917,R3079,4.6,3.4,3.9,"Could be better, but not bad.",2022-08-19,2
REV19242,ORD136259,C12317,R1782,4.5,4.1,4.9,"Authentic flavours, highly recommended.",2021-12-30,7
REV19243,ORD137388,C14509,R2609,4.3,2.6,3.9,Delivery was late but food was good.,2022-11-30,2
REV19244,ORD134124,C10566,R2397,4.7,3.8,4.4,Portions were generous and flavourful.,2023-03-03,3
REV19245,ORD107434,C10729,R1907,3.5,4.3,3.6,"Okay experience, may try again.",2022-02-11,10
REV19246,ORD124048,C16380,R3245,4.2,3.0,3.9,"Decent food, nothing extraordinary.",2021-12-29,1
REV19247,ORD122306,C19935,R3691,3.3,4.2,3.6,"Okay experience, may try again.",2021-04-06,5
REV19248,ORD149894,C14556,R3583,4.7,3.9,4.5,"Very fresh ingredients, absolutely delicious.",2021-08-12,0
REV19249,ORD116714,C13507,R1314,3.2,3.7,3.1,Delivery was late but food was good.,2022-06-10,1
REV19250,ORD125829,C14909,R1175,4.4,4.3,4.1,Great taste and fast delivery.,2021-05-11,1
REV19251,ORD146177,C16729,R2865,4.8,4.2,4.6,Portions were generous and flavourful.,2021-10-28,3
REV19252,ORD136952,C17013,R2460,2.8,4.7,3.8,"Packaging was good, taste was okay.",2021-11-17,7
REV19253,ORD137073,C11196,R2769,3.8,3.4,3.7,"Could be better, but not bad.",2023-10-31,2
REV19254,ORD114370,C12323,R1442,4.0,3.8,3.7,"Packaging was good, taste was okay.",2023-03-09,6
REV19255,ORD148694,C18030,R2908,4.6,2.7,3.7,Delivery was late but food was good.,2022-05-08,11
REV19256,ORD104011,C17820,R3596,3.8,3.1,3.8,"Food was okay, nothing special.",2021-01-23,6
REV19257,ORD133918,C18061,R1274,4.3,3.5,4.4,"Value for money, loved it.",2022-09-06,0
REV19258,ORD149513,C15380,R1564,4.3,3.9,3.8,"Food was okay, nothing special.",2023-05-13,1
REV19259,ORD133396,C15845,R1466,3.7,3.8,3.6,"Decent food, nothing extraordinary.",2022-02-24,5
REV19260,ORD113247,C17757,R1675,4.0,4.1,4.0,Great taste and fast delivery.,2021-08-01,1
REV19261,ORD140372,C11817,R2577,4.8,3.9,4.4,"Value for money, loved it.",2023-03-19,2
REV19262,ORD104045,C12520,R3702,4.7,3.2,4.1,Quick delivery and tasty food.,2022-12-20,0
REV19263,ORD119996,C13029,R2194,4.0,3.9,4.1,Excellent food quality and packaging.,2021-05-06,2
REV19264,ORD132364,C19740,R1003,3.8,3.7,3.6,Food arrived cold but tasted fine.,2022-09-30,7
REV19265,ORD122363,C19929,R1036,3.5,4.6,3.6,"Packaging was good, taste was okay.",2022-12-04,0
REV19266,ORD127072,C13129,R3494,4.7,4.1,4.4,Hot food delivered on time. Thumbs up!,2021-10-22,0
REV19267,ORD111184,C15941,R1288,4.1,3.8,3.9,"Average food, expected more.",2021-01-23,15
REV19268,ORD106994,C19557,R3680,4.3,3.3,4.2,Portions were generous and flavourful.,2022-04-03,7
REV19269,ORD125472,C19009,R2965,4.3,4.5,4.4,"Really loved the food, will order again!",2022-06-14,9
REV19270,ORD133338,C18280,R3511,4.6,3.4,4.0,Quick delivery and tasty food.,2023-06-22,0
REV19271,ORD149398,C11032,R2332,3.9,3.8,4.1,"Really loved the food, will order again!",2023-08-05,1
REV19272,ORD112969,C19138,R3390,4.7,2.8,3.9,"Food was okay, nothing special.",2022-08-14,5
REV19273,ORD145270,C15708,R2420,3.0,3.4,3.0,"Average food, expected more.",2023-01-18,8
REV19274,ORD141662,C12763,R1221,4.0,3.5,3.7,"Could be better, but not bad.",2022-12-02,2
REV19275,ORD143975,C10439,R2750,4.0,4.2,4.2,"Value for money, loved it.",2023-11-11,5
REV19276,ORD136993,C11232,R3459,4.2,4.1,4.0,One of the best in the area!,2023-11-07,2
REV19277,ORD110214,C16593,R3290,4.0,4.0,3.7,"Packaging was good, taste was okay.",2022-03-20,8
REV19278,ORD145862,C13788,R1133,4.4,3.5,4.0,One of the best in the area!,2021-01-06,5
REV19279,ORD117792,C11606,R3603,4.6,3.0,4.0,Excellent food quality and packaging.,2021-04-06,1
REV19280,ORD105736,C15251,R2714,4.7,4.3,4.9,"Really loved the food, will order again!",2023-03-25,0
REV19281,ORD107737,C13551,R1343,4.2,4.4,4.3,One of the best in the area!,2022-03-11,0
REV19282,ORD121681,C11119,R3997,2.7,3.5,3.3,"Decent food, nothing extraordinary.",2022-06-14,12
REV19283,ORD112689,C14684,R2223,3.7,4.2,3.7,Delivery was late but food was good.,2022-06-18,1
REV19284,ORD116134,C16958,R2412,4.0,4.0,4.1,"Authentic flavours, highly recommended.",2021-11-17,14
REV19285,ORD142123,C15430,R1731,4.1,3.8,3.8,"Okay experience, may try again.",2021-02-11,11
REV19286,ORD128271,C11396,R3576,3.0,4.1,3.7,"Okay experience, may try again.",2023-05-29,2
REV19287,ORD125747,C18819,R3995,4.1,4.5,4.2,Quick delivery and tasty food.,2021-04-22,3
REV19288,ORD143457,C17427,R1981,3.9,3.9,4.2,"Really loved the food, will order again!",2021-09-19,6
REV19289,ORD102691,C16328,R1095,4.5,2.5,3.7,"Average food, expected more.",2023-04-06,7
REV19290,ORD125804,C18908,R3815,4.1,3.6,4.3,"Authentic flavours, highly recommended.",2021-03-20,1
REV19291,ORD109497,C19666,R1171,4.9,2.5,4.0,Portions were generous and flavourful.,2023-08-15,3
REV19292,ORD141260,C18941,R3860,4.1,3.9,4.2,One of the best in the area!,2023-07-09,0
REV19293,ORD129038,C12390,R1340,4.1,4.6,4.2,Excellent food quality and packaging.,2023-12-16,3
REV19294,ORD136395,C10239,R2357,4.7,4.6,4.4,"Value for money, loved it.",2022-05-14,4
REV19295,ORD125479,C18123,R2962,4.1,3.8,3.9,Delivery was late but food was good.,2022-10-18,3
REV19296,ORD128697,C12248,R3751,4.7,4.0,4.3,Hot food delivered on time. Thumbs up!,2022-09-15,0
REV19297,ORD148226,C15605,R1080,4.0,4.5,4.1,Great taste and fast delivery.,2022-11-29,0
REV19298,ORD117947,C17069,R1990,4.7,3.8,4.3,Portions were generous and flavourful.,2022-12-18,2
REV19299,ORD133204,C15771,R2775,2.8,3.4,2.7,Very small portions for the price.,2022-11-27,4
REV19300,ORD107390,C12157,R3553,4.3,3.5,4.2,"Very fresh ingredients, absolutely delicious.",2023-09-15,4
REV19301,ORD125041,C15299,R1959,4.2,4.7,4.4,"Authentic flavours, highly recommended.",2021-02-08,6
REV19302,ORD104466,C13409,R3310,4.4,4.3,4.6,Hot food delivered on time. Thumbs up!,2021-09-21,0
REV19303,ORD122914,C17991,R1460,4.8,4.8,5.0,One of the best in the area!,2022-11-07,1
REV19304,ORD130476,C18278,R1272,4.6,4.1,4.0,"Really loved the food, will order again!",2023-06-30,0
REV19305,ORD138425,C18876,R3724,4.3,4.6,4.5,Portions were generous and flavourful.,2022-09-26,5
REV19306,ORD148880,C16615,R3137,3.6,4.6,3.7,"Okay experience, may try again.",2021-11-29,3
REV19307,ORD104875,C11699,R1936,3.2,3.1,3.4,Delivery was late but food was good.,2021-01-13,0
REV19308,ORD107586,C17906,R2513,3.7,3.2,3.6,"Packaging was good, taste was okay.",2021-02-11,0
REV19309,ORD115358,C15548,R3741,3.7,4.3,4.2,"Really loved the food, will order again!",2022-12-15,4
REV19310,ORD115552,C16210,R1818,4.6,4.4,4.2,"Value for money, loved it.",2023-09-08,1
REV19311,ORD113125,C10917,R1244,4.3,3.7,4.6,Excellent food quality and packaging.,2022-02-11,4
REV19312,ORD107086,C18401,R1963,3.8,3.7,3.8,"Okay experience, may try again.",2021-11-25,3
REV19313,ORD134309,C12713,R3675,4.8,4.5,4.5,Portions were generous and flavourful.,2023-11-23,0
REV19314,ORD145941,C16920,R2345,3.5,3.9,3.8,"Could be better, but not bad.",2021-09-11,1
REV19315,ORD138571,C11507,R3969,3.8,4.2,4.2,One of the best in the area!,2022-04-19,12
REV19316,ORD135238,C17288,R3723,4.5,4.4,4.6,Great taste and fast delivery.,2021-03-20,7
REV19317,ORD132248,C19113,R2452,4.3,4.0,4.0,"Very fresh ingredients, absolutely delicious.",2022-11-05,15
REV19318,ORD140319,C11836,R1552,4.3,2.7,3.7,"Food was okay, nothing special.",2022-07-25,2
REV19319,ORD118430,C12053,R1880,3.9,4.6,4.7,"Really loved the food, will order again!",2023-07-27,2
REV19320,ORD129814,C12549,R3040,4.9,3.9,4.4,"Very fresh ingredients, absolutely delicious.",2021-02-12,5
REV19321,ORD111066,C16710,R3912,3.9,4.3,4.1,"Very fresh ingredients, absolutely delicious.",2022-06-18,0
REV19322,ORD103289,C15117,R3906,4.4,4.3,4.6,Portions were generous and flavourful.,2023-12-17,4
REV19323,ORD119865,C17782,R3719,3.1,4.4,3.7,"Food was okay, nothing special.",2022-08-10,0
REV19324,ORD124192,C12976,R1385,4.3,4.1,4.1,Great taste and fast delivery.,2022-05-10,0
REV19325,ORD149848,C15641,R3728,4.5,4.3,4.4,Excellent food quality and packaging.,2023-03-03,6
REV19326,ORD107790,C17881,R3534,4.9,3.4,4.5,Portions were generous and flavourful.,2021-05-28,5
REV19327,ORD106883,C19893,R3625,3.0,2.7,2.9,Wrong order was delivered.,2021-03-02,0
REV19328,ORD122781,C11756,R2633,4.2,4.3,4.2,Great taste and fast delivery.,2022-06-06,3
REV19329,ORD143282,C13564,R1838,4.0,4.0,4.1,Portions were generous and flavourful.,2022-11-29,1
REV19330,ORD148060,C18168,R1250,4.4,4.2,4.3,Quick delivery and tasty food.,2023-04-05,2
REV19331,ORD108563,C12567,R3580,4.0,3.5,4.1,One of the best in the area!,2021-06-29,1
REV19332,ORD122517,C10416,R2757,3.6,4.4,3.8,Food arrived cold but tasted fine.,2021-08-06,2
REV19333,ORD123650,C11084,R1944,4.0,3.9,3.8,"Packaging was good, taste was okay.",2023-09-22,1
REV19334,ORD135844,C17837,R3735,4.5,3.7,4.3,Quick delivery and tasty food.,2022-09-30,3
REV19335,ORD100555,C12669,R2516,2.6,3.8,2.6,"Terrible taste, will not order again.",2023-08-07,1
REV19336,ORD136052,C10931,R2105,4.5,3.4,4.5,Hot food delivered on time. Thumbs up!,2021-09-12,0
REV19337,ORD136010,C18493,R1248,3.0,4.1,3.6,Food arrived cold but tasted fine.,2023-01-19,7
REV19338,ORD103763,C19256,R1837,3.5,2.8,3.2,"Okay experience, may try again.",2021-02-15,2
REV19339,ORD148541,C18848,R3561,4.2,4.7,4.5,"Really loved the food, will order again!",2021-08-01,0
REV19340,ORD126725,C18427,R2732,4.2,4.2,4.3,"Really loved the food, will order again!",2021-07-17,6
REV19341,ORD102623,C13589,R3090,3.0,4.0,3.8,Food arrived cold but tasted fine.,2021-06-26,0
REV19342,ORD127055,C11971,R3106,3.5,3.6,3.5,"Decent food, nothing extraordinary.",2021-10-30,7
REV19343,ORD108301,C18050,R2229,4.4,4.0,4.3,Excellent food quality and packaging.,2021-07-21,3
REV19344,ORD126149,C17854,R1290,4.6,3.8,4.5,Hot food delivered on time. Thumbs up!,2023-08-17,3
REV19345,ORD104277,C10868,R2090,4.0,4.1,4.2,"Really loved the food, will order again!",2022-05-03,7
REV19346,ORD125185,C14857,R2510,4.7,3.2,4.0,Quick delivery and tasty food.,2023-09-08,1
REV19347,ORD130838,C11825,R1321,3.6,4.0,3.8,"Okay experience, may try again.",2023-08-15,4
REV19348,ORD106498,C16221,R3331,3.5,3.4,3.6,"Could be better, but not bad.",2022-01-24,2
REV19349,ORD125714,C13320,R1193,3.6,4.0,4.0,Excellent food quality and packaging.,2021-06-19,1
REV19350,ORD114404,C17171,R2812,3.9,4.4,4.3,Hot food delivered on time. Thumbs up!,2021-11-05,2
REV19351,ORD116195,C10099,R2507,4.4,2.6,4.0,Quick delivery and tasty food.,2022-07-07,1
REV19352,ORD104093,C11707,R2943,3.9,3.9,4.0,Hot food delivered on time. Thumbs up!,2022-05-17,4
REV19353,ORD141093,C15922,R3805,3.2,3.5,3.5,"Could be better, but not bad.",2022-08-19,4
REV19354,ORD109137,C19751,R3395,3.1,3.6,3.7,"Okay experience, may try again.",2023-04-11,2
REV19355,ORD130702,C17619,R1503,3.5,3.1,3.2,Delivery was late but food was good.,2021-08-29,7
REV19356,ORD101396,C19038,R1832,3.9,3.5,3.7,"Packaging was good, taste was okay.",2023-03-05,0
REV19357,ORD122990,C14738,R3335,4.3,3.7,4.1,"Really loved the food, will order again!",2022-10-16,0
REV19358,ORD122769,C19784,R1540,4.1,3.3,3.7,"Food was okay, nothing special.",2021-08-09,1
REV19359,ORD112304,C14158,R2294,3.9,3.8,3.8,Food arrived cold but tasted fine.,2023-09-11,1
REV19360,ORD101684,C14340,R2756,2.6,3.5,3.1,Delivery was late but food was good.,2023-04-03,0
REV19361,ORD107275,C17952,R2767,3.5,2.3,3.7,"Decent food, nothing extraordinary.",2023-02-10,0
REV19362,ORD127786,C10963,R2128,4.0,4.2,4.0,One of the best in the area!,2021-12-10,2
REV19363,ORD116551,C16602,R1248,4.1,4.1,4.2,One of the best in the area!,2022-10-14,2
REV19364,ORD127426,C17857,R2181,3.6,2.5,3.4,"Decent food, nothing extraordinary.",2022-04-30,0
REV19365,ORD135650,C15481,R1206,4.6,4.2,4.2,"Very fresh ingredients, absolutely delicious.",2022-09-03,1
REV19366,ORD110922,C18607,R3792,4.2,4.2,4.1,Quick delivery and tasty food.,2022-11-23,3
REV19367,ORD121719,C13812,R2189,3.6,4.1,4.1,One of the best in the area!,2022-12-12,1
REV19368,ORD112944,C10717,R1392,4.4,3.9,4.2,Hot food delivered on time. Thumbs up!,2021-07-15,0
REV19369,ORD116909,C12733,R1941,4.1,4.1,4.5,Quick delivery and tasty food.,2022-08-20,1
REV19370,ORD111011,C14160,R2204,4.0,3.4,3.4,"Packaging was good, taste was okay.",2023-01-10,3
REV19371,ORD119369,C19698,R1527,2.9,2.7,3.2,Food arrived cold but tasted fine.,2021-08-21,0
REV19372,ORD133813,C14038,R2907,4.4,3.6,4.1,"Really loved the food, will order again!",2021-10-20,1
